outcome,group,value,percent
owned_land_acres,OBC,0.0,2.815126205828506
owned_land_acres,OBC,0.01,10.772567509595312
owned_land_acres,OBC,0.02,23.973760393785508
owned_land_acres,OBC,0.03,34.30537313615028
owned_land_acres,OBC,0.04,39.677293915456055
owned_land_acres,OBC,0.05,41.15797107613488
owned_land_acres,OBC,0.06,42.9416152106603
owned_land_acres,OBC,0.07,43.20986487596877
owned_land_acres,OBC,0.08,44.68080632567812
owned_land_acres,OBC,0.09,45.08430830107042
owned_land_acres,OBC,0.1,46.0278808961945
owned_land_acres,OBC,0.11,46.62465539673975
owned_land_acres,OBC,0.12,47.088643181680645
owned_land_acres,OBC,0.13,47.110183097760164
owned_land_acres,OBC,0.14,47.54769160911472
owned_land_acres,OBC,0.15,48.071867323893045
owned_land_acres,OBC,0.16,49.103837874356834
owned_land_acres,OBC,0.17,49.687894490487835
owned_land_acres,OBC,0.18,50.114299658136865
owned_land_acres,OBC,0.19,50.52129548481052
owned_land_acres,OBC,0.2,50.88213411506957
owned_land_acres,OBC,0.21,51.54316219508227
owned_land_acres,OBC,0.22,52.55975627109544
owned_land_acres,OBC,0.23,53.04514565137245
owned_land_acres,OBC,0.24,53.368381515254946
owned_land_acres,OBC,0.25,53.70372926621608
owned_land_acres,OBC,0.26,54.178537000709504
owned_land_acres,OBC,0.27,55.14653083102059
owned_land_acres,OBC,0.28,55.39363757167447
owned_land_acres,OBC,0.29,55.59580913067032
owned_land_acres,OBC,0.3,56.32112063257859
owned_land_acres,OBC,0.31,56.56844520117481
owned_land_acres,OBC,0.32,57.27080537085111
owned_land_acres,OBC,0.33,58.000652921830934
owned_land_acres,OBC,0.34,58.59173045928587
owned_land_acres,OBC,0.35,59.015853007927
owned_land_acres,OBC,0.36,59.32265821903183
owned_land_acres,OBC,0.37,59.97335798715792
owned_land_acres,OBC,0.38,60.83240963757424
owned_land_acres,OBC,0.39,60.97469757236812
owned_land_acres,OBC,0.4,61.402611852001776
owned_land_acres,OBC,0.41,61.52182309458284
owned_land_acres,OBC,0.42,61.96227446143857
owned_land_acres,OBC,0.43,62.5747873575607
owned_land_acres,OBC,0.44,63.183813372895635
owned_land_acres,OBC,0.45,63.561553055373864
owned_land_acres,OBC,0.46,64.18520730617746
owned_land_acres,OBC,0.47,64.8502020330204
owned_land_acres,OBC,0.48,65.30303866102244
owned_land_acres,OBC,0.49,65.75624766589192
owned_land_acres,OBC,0.5,66.25244697563612
owned_land_acres,OBC,0.51,66.5059293223347
owned_land_acres,OBC,0.52,66.83369099737547
owned_land_acres,OBC,0.53,67.36809210033768
owned_land_acres,OBC,0.54,67.83615021820938
owned_land_acres,OBC,0.55,68.70386390566733
owned_land_acres,OBC,0.56,69.5038642524494
owned_land_acres,OBC,0.57,70.29834080935535
owned_land_acres,OBC,0.58,70.7820195868011
owned_land_acres,OBC,0.59,71.40916126296175
owned_land_acres,OBC,0.6,72.32837753562566
owned_land_acres,OBC,0.61,72.43385527101127
owned_land_acres,OBC,0.62,72.92697362233883
owned_land_acres,OBC,0.63,73.22891397309316
owned_land_acres,OBC,0.64,74.12568318521161
owned_land_acres,OBC,0.65,74.54399070801765
owned_land_acres,OBC,0.66,74.90038445019903
owned_land_acres,OBC,0.67,75.06974894279718
owned_land_acres,OBC,0.68,75.20174265577741
owned_land_acres,OBC,0.69,75.30958295302578
owned_land_acres,OBC,0.7,75.42289879126105
owned_land_acres,OBC,0.71,75.61481337702138
owned_land_acres,OBC,0.72,76.26887401247001
owned_land_acres,OBC,0.73,76.71348262560558
owned_land_acres,OBC,0.74,77.05904530900935
owned_land_acres,OBC,0.75,77.47120387574472
owned_land_acres,OBC,0.76,77.54640080429405
owned_land_acres,OBC,0.77,77.6694055204912
owned_land_acres,OBC,0.78,78.01523155787726
owned_land_acres,OBC,0.79,78.3127137330494
owned_land_acres,OBC,0.8,78.53553015310963
owned_land_acres,OBC,0.81,78.80668596991099
owned_land_acres,OBC,0.82,78.9132907470703
owned_land_acres,OBC,0.83,79.08987841423686
owned_land_acres,OBC,0.84,79.62666756493107
owned_land_acres,OBC,0.85,79.66246976553613
owned_land_acres,OBC,0.86,80.11372452702079
owned_land_acres,OBC,0.87,80.18125097132209
owned_land_acres,OBC,0.88,80.23420635998957
owned_land_acres,OBC,0.89,80.55509316734175
owned_land_acres,OBC,0.9,80.73700444050542
owned_land_acres,OBC,0.91,80.84335348766044
owned_land_acres,OBC,0.92,80.98092141768541
owned_land_acres,OBC,0.93,81.0669797920103
owned_land_acres,OBC,0.94,81.57656669817754
owned_land_acres,OBC,0.95,81.66011602134843
owned_land_acres,OBC,0.96,82.06128484165018
owned_land_acres,OBC,0.97,82.55841460345015
owned_land_acres,OBC,0.98,82.75266615628999
owned_land_acres,OBC,0.99,82.88230101048248
owned_land_acres,OBC,1.0,82.99922974296962
owned_land_acres,OBC,1.01,83.11122271211097
owned_land_acres,OBC,1.02,83.16296632393517
owned_land_acres,OBC,1.03,83.63086717003246
owned_land_acres,OBC,1.04,84.00121812870609
owned_land_acres,OBC,1.05,84.31981207913705
owned_land_acres,OBC,1.06,84.45056057868483
owned_land_acres,OBC,1.07,84.58055495789617
owned_land_acres,OBC,1.08,84.69819163119594
owned_land_acres,OBC,1.09,84.89860782371838
owned_land_acres,OBC,1.1,84.9111425148331
owned_land_acres,OBC,1.11,84.91267820182668
owned_land_acres,OBC,1.12,84.985419120326
owned_land_acres,OBC,1.13,85.04259165795744
owned_land_acres,OBC,1.14,85.33012454186265
owned_land_acres,OBC,1.15,85.38535089574316
owned_land_acres,OBC,1.16,85.53375718178185
owned_land_acres,OBC,1.17,85.53764541055284
owned_land_acres,OBC,1.18,85.5619949803468
owned_land_acres,OBC,1.19,85.57199056005147
owned_land_acres,OBC,1.2,85.66376147216455
owned_land_acres,OBC,1.21,85.67771335187221
owned_land_acres,OBC,1.22,85.74089608917508
owned_land_acres,OBC,1.23,85.89272270956457
owned_land_acres,OBC,1.24,86.05815845739444
owned_land_acres,OBC,1.25,86.05836179977862
owned_land_acres,OBC,1.26,86.53160509399008
owned_land_acres,OBC,1.27,86.96539125255173
owned_land_acres,OBC,1.28,87.26647303447123
owned_land_acres,OBC,1.29,87.55728695175813
owned_land_acres,OBC,1.3,87.73549199139664
owned_land_acres,OBC,1.31,87.77456161113697
owned_land_acres,OBC,1.33,87.85050601627049
owned_land_acres,OBC,1.34,87.91293278169941
owned_land_acres,OBC,1.35,87.98862341728011
owned_land_acres,OBC,1.36,88.00946955136322
owned_land_acres,OBC,1.37,88.01271518770429
owned_land_acres,OBC,1.38,88.12687107939922
owned_land_acres,OBC,1.39,88.13048854803787
owned_land_acres,OBC,1.4,88.1635986131034
owned_land_acres,OBC,1.41,88.39710472160665
owned_land_acres,OBC,1.42,88.74902482242196
owned_land_acres,OBC,1.43,88.87546991314062
owned_land_acres,OBC,1.44,89.127196022054
owned_land_acres,OBC,1.45,89.2457080369401
owned_land_acres,OBC,1.46,89.2590881182991
owned_land_acres,OBC,1.47,89.27973003868628
owned_land_acres,OBC,1.48,89.33834220118872
owned_land_acres,OBC,1.49,89.3530493992865
owned_land_acres,OBC,1.5,89.38510060272425
owned_land_acres,OBC,1.51,89.57531340768496
owned_land_acres,OBC,1.52,89.61860943407679
owned_land_acres,OBC,1.53,89.81336667448481
owned_land_acres,OBC,1.54,89.92093512246112
owned_land_acres,OBC,1.55,90.05114242848609
owned_land_acres,OBC,1.56,90.13656234911194
owned_land_acres,OBC,1.57,90.22092166548649
owned_land_acres,OBC,1.58,90.3813728565115
owned_land_acres,OBC,1.59,90.64581565178543
owned_land_acres,OBC,1.6,90.65740300917885
owned_land_acres,OBC,1.61,90.6766617221321
owned_land_acres,OBC,1.62,90.7724439358036
owned_land_acres,OBC,1.63,90.78061792934037
owned_land_acres,OBC,1.64,90.78138490152539
owned_land_acres,OBC,1.65,90.81645008128747
owned_land_acres,OBC,1.66,90.93548379409552
owned_land_acres,OBC,1.67,90.98193015710359
owned_land_acres,OBC,1.68,91.0055427060546
owned_land_acres,OBC,1.7,91.08922708254977
owned_land_acres,OBC,1.71,91.0955364689
owned_land_acres,OBC,1.73,91.09710483008493
owned_land_acres,OBC,1.74,91.10158936284812
owned_land_acres,OBC,1.76,91.13418731442117
owned_land_acres,OBC,1.77,91.21181574737702
owned_land_acres,OBC,1.78,91.34337347773062
owned_land_acres,OBC,1.79,91.51401171922167
owned_land_acres,OBC,1.8,91.61198985638002
owned_land_acres,OBC,1.82,91.6628417895222
owned_land_acres,OBC,1.83,91.84417810583204
owned_land_acres,OBC,1.84,91.9901759772261
owned_land_acres,OBC,1.85,92.07062528203541
owned_land_acres,OBC,1.86,92.30748049515233
owned_land_acres,OBC,1.87,92.31002908207785
owned_land_acres,OBC,1.89,92.71277835301535
owned_land_acres,OBC,1.9,92.73263881565933
owned_land_acres,OBC,1.91,92.74273786363665
owned_land_acres,OBC,1.92,92.75402494521155
owned_land_acres,OBC,1.93,92.80324099050667
owned_land_acres,OBC,1.94,92.86661258463555
owned_land_acres,OBC,1.95,92.87350280919406
owned_land_acres,OBC,1.96,92.87807719598347
owned_land_acres,OBC,1.97,92.90975841866111
owned_land_acres,OBC,1.98,93.04744746102209
owned_land_acres,OBC,2.0,93.09142637801318
owned_land_acres,OBC,2.02,93.16134370180976
owned_land_acres,OBC,2.03,93.59054436435694
owned_land_acres,OBC,2.04,93.84046740247747
owned_land_acres,OBC,2.05,93.95395423564747
owned_land_acres,OBC,2.06,93.97314171886356
owned_land_acres,OBC,2.07,93.97704955214937
owned_land_acres,OBC,2.08,94.22975719377098
owned_land_acres,OBC,2.09,94.24008038670098
owned_land_acres,OBC,2.1,94.36568172088494
owned_land_acres,OBC,2.11,94.36741345302663
owned_land_acres,OBC,2.12,94.51210566373422
owned_land_acres,OBC,2.13,94.5479900943875
owned_land_acres,OBC,2.14,94.60774574467334
owned_land_acres,OBC,2.15,94.69492048720277
owned_land_acres,OBC,2.18,94.7288126634953
owned_land_acres,OBC,2.19,94.73208008263059
owned_land_acres,OBC,2.2,94.85785448111473
owned_land_acres,OBC,2.21,94.87814243109558
owned_land_acres,OBC,2.22,94.8905513265736
owned_land_acres,OBC,2.23,94.95294084342439
owned_land_acres,OBC,2.24,95.0164082818479
owned_land_acres,OBC,2.25,95.02512684524056
owned_land_acres,OBC,2.26,95.02723977628139
owned_land_acres,OBC,2.27,95.27867671860129
owned_land_acres,OBC,2.28,95.29743170443783
owned_land_acres,OBC,2.29,95.34108442408527
owned_land_acres,OBC,2.3,95.3475495574143
owned_land_acres,OBC,2.31,95.37429970004693
owned_land_acres,OBC,2.32,95.38462289297694
owned_land_acres,OBC,2.33,95.38896856042686
owned_land_acres,OBC,2.35,95.39636926476828
owned_land_acres,OBC,2.36,95.42130511846908
owned_land_acres,OBC,2.4,95.42359231186379
owned_land_acres,OBC,2.41,95.45256342819665
owned_land_acres,OBC,2.42,95.52269857993558
owned_land_acres,OBC,2.43,95.53549597154878
owned_land_acres,OBC,2.44,95.53916364952815
owned_land_acres,OBC,2.45,95.70485447387853
owned_land_acres,OBC,2.46,95.70714166727323
owned_land_acres,OBC,2.47,95.72924575772345
owned_land_acres,OBC,2.48,95.73225178332791
owned_land_acres,OBC,2.49,95.75240217496317
owned_land_acres,OBC,2.5,95.7621078256766
owned_land_acres,OBC,2.51,95.8059620361707
owned_land_acres,OBC,2.52,95.8375353251029
owned_land_acres,OBC,2.53,95.85741757054113
owned_land_acres,OBC,2.54,95.96075242354387
owned_land_acres,OBC,2.55,96.04231537370846
owned_land_acres,OBC,2.56,96.06588718883424
owned_land_acres,OBC,2.57,96.10956985982374
owned_land_acres,OBC,2.58,96.24882726336966
owned_land_acres,OBC,2.59,96.25688145153815
owned_land_acres,OBC,2.6,96.25727354183438
owned_land_acres,OBC,2.61,96.26255314658715
owned_land_acres,OBC,2.62,96.27434580681626
owned_land_acres,OBC,2.63,96.32543375653397
owned_land_acres,OBC,2.64,96.33130421958036
owned_land_acres,OBC,2.65,96.43432322206667
owned_land_acres,OBC,2.66,96.43758247265411
owned_land_acres,OBC,2.67,96.4617668199538
owned_land_acres,OBC,2.68,96.48796520440845
owned_land_acres,OBC,2.69,96.49061181390803
owned_land_acres,OBC,2.7,96.50685088701042
owned_land_acres,OBC,2.71,96.51269139871474
owned_land_acres,OBC,2.73,96.5487637059683
owned_land_acres,OBC,2.74,96.57213664418272
owned_land_acres,OBC,2.75,96.65970619985768
owned_land_acres,OBC,2.76,96.69056152789189
owned_land_acres,OBC,2.77,96.70334258240942
owned_land_acres,OBC,2.78,96.70829816809793
owned_land_acres,OBC,2.79,96.72907350809979
owned_land_acres,OBC,2.8,96.73704056509132
owned_land_acres,OBC,2.81,96.84993261906476
owned_land_acres,OBC,2.82,96.86366667083009
owned_land_acres,OBC,2.83,96.86923217475719
owned_land_acres,OBC,2.84,96.87023146044274
owned_land_acres,OBC,2.85,96.87990846678174
owned_land_acres,OBC,2.86,96.88171099300472
owned_land_acres,OBC,2.88,96.88830573395944
owned_land_acres,OBC,2.89,96.88897283203289
owned_land_acres,OBC,2.91,96.9869954060915
owned_land_acres,OBC,2.92,96.98949498172999
owned_land_acres,OBC,2.93,96.99185841490451
owned_land_acres,OBC,2.94,96.99587189474235
owned_land_acres,OBC,2.95,97.01679699145458
