state,a,b,a_greater_pct,ties_pct,a_less_pct,a_auc
Karnataka,MUSLIM,ADIKARNATAKA,54.55481244310706,0.023605730158529684,45.421581826734396,0.5456661530818633
Karnataka,MUSLIM,MUSLIM,49.387412623543334,1.22517475291341,49.38741262354325,0.5000000000000003
Karnataka,MUSLIM,NAYAKA,53.38374412646032,0.06422130525133116,46.552034568288335,0.5341585477908598
Karnataka,MUSLIM,KURUBA,49.210215954771755,0.05511189418213458,50.7346721510461,0.4923777190186282
Karnataka,MUSLIM,GOWDA,45.61208330455328,0.05435543388705329,54.33356126155966,0.4563926102149681
Karnataka,MUSLIM,LINGAYATH,44.18764693516248,0.022911306332198893,55.78944175850531,0.4419910258832858
Karnataka,NAYAKA,ADIKARNATAKA,50.40714518428899,0.0340610273699746,49.558793788341035,0.5042417569797398
Karnataka,NAYAKA,MUSLIM,46.552034568288384,0.0642213052513312,53.38374412646027,0.4658414522091405
Karnataka,NAYAKA,NAYAKA,49.543378019150744,0.9132439616985053,49.54337801915075,0.49999999999999994
Karnataka,NAYAKA,KURUBA,47.367448881055566,0.01767111081554706,52.614880008128885,0.47376284436463334
Karnataka,NAYAKA,GOWDA,43.82781604226068,0.02720031084493555,56.144983646894374,0.4384141619768315
Karnataka,NAYAKA,LINGAYATH,42.99323145142291,0.035563328240379256,56.97120522033671,0.430110131155431
Karnataka,KURUBA,ADIKARNATAKA,54.073068805859215,0.035957292859513955,45.89097390128127,0.5409104745228898
Karnataka,KURUBA,MUSLIM,50.73467215104617,0.05511189418213457,49.2102159547717,0.5076222809813723
Karnataka,KURUBA,NAYAKA,52.61488000812891,0.017671110815547043,47.36744888105554,0.5262371556353668
Karnataka,KURUBA,KURUBA,49.47001427899078,1.0599714420184905,49.47001427899073,0.5000000000000002
Karnataka,KURUBA,GOWDA,46.27575562488527,0.0,53.72424437511473,0.46275755624885273
Karnataka,KURUBA,LINGAYATH,45.507888399315576,0.0011905758346819923,54.49092102484974,0.4550848368723292
Karnataka,GOWDA,ADIKARNATAKA,57.330602291618746,0.01912483116620953,42.650272877215045,0.5734016470720186
Karnataka,GOWDA,MUSLIM,54.33356126155972,0.054355433887053314,45.61208330455323,0.5436073897850325
Karnataka,GOWDA,NAYAKA,56.144983646894374,0.027200310844935436,43.82781604226069,0.5615858380231684
Karnataka,GOWDA,KURUBA,53.72424437511477,0.0,46.27575562488524,0.5372424437511477
Karnataka,GOWDA,GOWDA,49.453384238400545,1.0932315231989596,49.4533842384005,0.5000000000000002
Karnataka,GOWDA,LINGAYATH,50.09845512724167,0.0,49.90154487275833,0.5009845512724167
Karnataka,LINGAYATH,ADIKARNATAKA,58.88583979200974,0.05135390799561509,41.06280629999464,0.5891151674600755
Karnataka,LINGAYATH,MUSLIM,55.789441758505376,0.022911306332198945,44.18764693516245,0.5580089741167148
Karnataka,LINGAYATH,NAYAKA,56.97120522033671,0.03556332824037922,42.99323145142292,0.5698898688445689
Karnataka,LINGAYATH,KURUBA,54.49092102484976,0.0011905758346820233,45.50788839931555,0.544915163127671
Karnataka,LINGAYATH,GOWDA,49.901544872758336,0.0,50.09845512724167,0.49901544872758336
Karnataka,LINGAYATH,LINGAYATH,49.41628762760378,1.1674247447924306,49.41628762760379,0.49999999999999994
Kerala,SUNNI,SUNNI,49.49421630765361,1.01156738469272,49.49421630765364,0.4999999999999997
Kerala,SUNNI,EZHAVA,43.547667942075684,0.1551063964859074,56.29722566143839,0.4362522114031864
Kerala,SUNNI,NAIR,32.377443362634196,0.17856989086921327,67.44398674649656,0.32466728308068804
Kerala,EZHAVA,SUNNI,56.2972256614384,0.15510639648590743,43.547667942075684,0.5637477885968135
Kerala,EZHAVA,EZHAVA,49.6373243690399,0.7253512619202266,49.637324369039845,0.5000000000000002
Kerala,EZHAVA,NAIR,38.564275824180186,0.0916881586109144,61.34403601720889,0.3861011990348564
Kerala,NAIR,SUNNI,67.44398674649655,0.1785698908692133,32.37744336263425,0.6753327169193115
Kerala,NAIR,EZHAVA,61.3440360172089,0.09168815861091456,38.564275824180186,0.6138988009651436
Kerala,NAIR,NAIR,49.47716442931999,1.0456711413599509,49.47716442932004,0.49999999999999967
Madhya Pradesh,HARIJAN,HARIJAN,49.65814509187599,0.6837098162480298,49.65814509187599,0.5
Maharashtra,KUNBI,KUNBI,49.67382421800855,0.6523515639829257,49.673824218008534,0.5000000000000001
Maharashtra,KUNBI,MAHAR,36.57098940964089,0.022895700047917213,63.4061148903112,0.36582437259664846
Maharashtra,KUNBI,MALI,33.446983585153184,0.015060373641506933,66.5379560412053,0.33454513771973937
Maharashtra,KUNBI,MUSLIM,31.207128167849913,0.031796130087885684,68.7610757020622,0.3122302623289386
Maharashtra,KUNBI,MARATHA,28.2340349950867,0.013665794164153977,71.75229921074914,0.28240867892168775
Maharashtra,MAHAR,KUNBI,63.40611489031116,0.022895700047917238,36.57098940964091,0.6341756274033512
Maharashtra,MAHAR,MAHAR,49.6517077063545,0.6965845872908777,49.651707706354614,0.4999999999999994
Maharashtra,MAHAR,MALI,44.64607208149884,0.0461662254699899,55.30776169303115,0.4466915519423384
Maharashtra,MAHAR,MUSLIM,44.88961020185099,0.16448878774654502,54.945901010402444,0.44971854595724264
Maharashtra,MAHAR,MARATHA,38.188565440850944,0.12388950663907049,61.687545052509975,0.3825051019417048
Maharashtra,MALI,KUNBI,66.53795604120533,0.015060373641506922,33.44698358515318,0.665454862280261
Maharashtra,MALI,MAHAR,55.30776169303111,0.046166225469989795,44.64607208149892,0.553308448057661
Maharashtra,MALI,MALI,49.51965597561203,0.9606880487759379,49.51965597561204,0.5
Maharashtra,MALI,MUSLIM,51.33110416595813,0.04575465957778367,48.62314117446409,0.5135398149574703
Maharashtra,MALI,MARATHA,44.59212649209823,0.030766998926876662,55.37710650897489,0.44607509991561667
Maharashtra,MUSLIM,KUNBI,68.76107570206219,0.031796130087885774,31.207128167849906,0.6877697376710613
Maharashtra,MUSLIM,MAHAR,54.945901010402366,0.16448878774654488,44.88961020185107,0.5502814540427564
Maharashtra,MUSLIM,MALI,48.623141174464074,0.045754659577783706,51.33110416595813,0.48646018504252964
Maharashtra,MUSLIM,MUSLIM,49.43158137267222,1.1368372546555274,49.43158137267224,0.49999999999999983
Maharashtra,MUSLIM,MARATHA,41.386496944007405,0.12261553716631049,58.49088751882625,0.41447804712590564
Maharashtra,MARATHA,KUNBI,71.75229921074919,0.01366579416415401,28.23403499508663,0.7175913210783127
Maharashtra,MARATHA,MAHAR,61.68754505250996,0.1238895066390694,38.188565440850944,0.6174948980582949
Maharashtra,MARATHA,MALI,55.37710650897505,0.03076699892687664,44.592126492098075,0.5539249000843849
Maharashtra,MARATHA,MUSLIM,58.490887518826305,0.12261553716630931,41.38649694400737,0.5855219528740946
Maharashtra,MARATHA,MARATHA,49.8891200216049,0.22175995679051427,49.88912002160457,0.5000000000000017
Orissa,HARIJAN,HARIJAN,49.412616882951305,1.1747662340974598,49.41261688295124,0.5000000000000003
Orissa,HARIJAN,KHANDAYAT,44.56582661915852,0.023878915377820175,55.410294465463664,0.4457776607684743
Orissa,KHANDAYAT,HARIJAN,55.41029446546371,0.023878915377820196,44.565826619158464,0.5542223392315262
Orissa,KHANDAYAT,KHANDAYAT,49.304862762010174,1.3902744759796664,49.304862762010146,0.5
Punjab,CHAMAR,CHAMAR,49.400509668245704,1.1989806635085578,49.400509668245725,0.49999999999999983
Punjab,CHAMAR,SIKH,41.21322938038931,0.12962620160383537,58.657144418006844,0.41278042481191224
Punjab,CHAMAR,JAAT,26.461523304688605,0.0419884419354287,73.49648825337594,0.2648251752565632
Punjab,SIKH,CHAMAR,58.657144418006844,0.12962620160383548,41.21322938038931,0.5872195751880877
Punjab,SIKH,SIKH,49.524828677100864,0.9503426457982869,49.52482867710083,0.5000000000000001
Punjab,SIKH,JAAT,35.18372940026063,0.13595171328181702,64.68031888645753,0.3525170525690154
Punjab,JAAT,CHAMAR,73.49648825337596,0.04198844193542886,26.461523304688626,0.7351748247434368
Punjab,JAAT,SIKH,64.68031888645757,0.13595171328181702,35.18372940026061,0.6474829474309848
Punjab,JAAT,JAAT,49.239020008379114,1.521959983241771,49.239020008379114,0.5
Rajasthan,RAJPUT,RAJPUT,49.5744612185769,0.8510775628462305,49.574461218576886,0.5000000000000001
Rajasthan,RAJPUT,JAT,36.72910794115002,0.026687322599298787,63.24420473625071,0.36742451602449666
Rajasthan,JAT,RAJPUT,63.24420473625071,0.02668732259929889,36.72910794114999,0.6325754839755036
Rajasthan,JAT,JAT,49.50422326866742,0.9915534626651907,49.5042232686674,0.5000000000000001
Tamil Nadu,NADAR,NADAR,49.357941839829046,1.284116320342043,49.35794183982892,0.5000000000000007
Uttar Pradesh,CHAMAR,CHAMAR,49.49365900460767,1.01268199078461,49.49365900460773,0.4999999999999998
Uttar Pradesh,CHAMAR,MUSLIM,38.347793132476596,0.02308900119584486,61.629117866327576,0.38359337633074514
Uttar Pradesh,CHAMAR,HARIJAN,34.53148496340237,0.007555358657261112,65.4609596779404,0.34535262642731
Uttar Pradesh,CHAMAR,YADAV,30.383253534480183,0.011779008401393334,69.60496745711843,0.30389143038680877
Uttar Pradesh,MUSLIM,CHAMAR,61.62911786632752,0.023089001195845053,38.347793132476625,0.6164066236692545
Uttar Pradesh,MUSLIM,MUSLIM,49.702365877501606,0.5952682449967085,49.70236587750168,0.4999999999999996
Uttar Pradesh,MUSLIM,HARIJAN,46.9948087126445,0.01630156394667307,52.988889723408825,0.47002959494617835
Uttar Pradesh,MUSLIM,YADAV,41.56256964438103,0.013606854965490318,58.42382350065346,0.41569373071863774
Uttar Pradesh,HARIJAN,CHAMAR,65.46095967794034,0.007555358657261193,34.53148496340239,0.6546473735726897
Uttar Pradesh,HARIJAN,MUSLIM,52.988889723408796,0.016301563946672957,46.994808712644534,0.5299704050538213
Uttar Pradesh,HARIJAN,HARIJAN,49.23754375899734,1.5249124820053113,49.23754375899734,0.5
Uttar Pradesh,HARIJAN,YADAV,43.303488236976186,0.0035379233867929845,56.69297383963702,0.43305257198669583
Uttar Pradesh,YADAV,CHAMAR,69.60496745711839,0.011779008401393358,30.383253534480215,0.6961085696131909
Uttar Pradesh,YADAV,MUSLIM,58.423823500653405,0.013606854965490231,41.56256964438112,0.5843062692813615
Uttar Pradesh,YADAV,HARIJAN,56.692973839637006,0.0035379233867929797,43.30348823697619,0.566947428013304
Uttar Pradesh,YADAV,YADAV,49.508421893433535,0.9831562131328967,49.50842189343357,0.49999999999999983
West Bengal,MUSLIM,MUSLIM,49.457610852704335,1.0847782945914035,49.457610852704285,0.5000000000000003
West Bengal,MUSLIM,BRAHMIN,21.823123902520237,0.01754152230442603,78.15933457517535,0.2183189466367245
West Bengal,BRAHMIN,MUSLIM,78.15933457517546,0.017541522304426065,21.82312390252014,0.7816810533632768
West Bengal,BRAHMIN,BRAHMIN,49.38675563761442,1.2264887247712808,49.38675563761433,0.5000000000000007
