outcome,relation,threshold,group_a,group_b,difference_pp,ci_low,ci_high
owned_land_acres,<,0.5,ST,Others,30.209059085327425,12.2409452875091,43.70253425353721
owned_land_acres,<,0.5,SC,OBC,19.9575320128163,14.484789552000537,25.158912422195407
owned_land_acres,<,0.5,SC,Others,39.8120592850219,29.998720207075056,49.57184153963398
owned_land_acres,<,0.5,OBC,Others,19.8545272722056,10.997640263512091,29.381917724320356
owned_land_acres,<=,0.5,ST,SC,-10.616661219526705,-26.458190686209296,0.7583429411239858
owned_land_acres,<=,0.5,ST,OBC,9.85833250337761,-6.173962271401855,20.936195982445003
owned_land_acres,<=,0.5,ST,Others,30.10046434794151,12.150634923404315,43.58294074550523
owned_land_acres,<=,0.5,SC,OBC,20.474993722904316,15.184470766955926,25.29910647431673
owned_land_acres,<=,0.5,SC,Others,40.717125567468216,30.77970735552594,50.21199754999961
owned_land_acres,<=,0.5,OBC,Others,20.2421318445639,11.267442264297054,29.747526781619207
owned_land_acres,<,1.0,ST,SC,-8.328851563859587,-23.524594093658635,0.9881888933486812
owned_land_acres,<,1.0,ST,OBC,4.245528185543648,-11.524345181673135,13.39855150140432
owned_land_acres,<,1.0,ST,Others,22.988430508076277,6.813637333956412,34.46925780268355
owned_land_acres,<,1.0,SC,OBC,12.574379749403235,9.483309865096606,15.761200610160287
owned_land_acres,<,1.0,SC,Others,31.317282071935864,23.495918646241616,39.404680290159696
owned_land_acres,<,1.0,OBC,Others,18.74290232253263,11.57375979406317,26.70464196816556
owned_land_acres,<=,1.0,ST,SC,-7.971311466494058,-23.126696494546774,1.2108922195144776
owned_land_acres,<=,1.0,ST,OBC,4.4861395504220525,-10.794776927626938,13.469581087716975
owned_land_acres,<=,1.0,ST,Others,23.345970605441806,7.241936479327436,34.762349118586364
owned_land_acres,<=,1.0,SC,OBC,12.45745101691611,9.443351212978566,15.594959179426063
owned_land_acres,<=,1.0,SC,Others,31.317282071935864,23.495918646241616,39.404680290159696
owned_land_acres,<=,1.0,OBC,Others,18.859831055019754,11.663150189388817,26.90198601840342
owned_land_acres,<,2.0,ST,SC,-6.961623817162888,-16.850296114067575,-1.5050979994623368
owned_land_acres,<,2.0,ST,OBC,-1.1630112861915052,-10.990885312928556,4.254066051361937
owned_land_acres,<,2.0,ST,Others,13.436460774475236,1.843647169911872,21.392627723572097
owned_land_acres,<,2.0,SC,OBC,5.798612530971383,4.475189835455552,7.224052324127278
owned_land_acres,<,2.0,SC,Others,20.398084591638124,15.362920902552554,26.656041547253622
owned_land_acres,<,2.0,OBC,Others,14.599472060666741,9.512859265740891,20.932046790563493
owned_land_acres,<=,2.0,ST,SC,-6.961964802432206,-16.850653954602574,-1.505740964297368
owned_land_acres,<=,2.0,ST,OBC,-1.206990203182599,-11.068480134356557,4.198970664464221
owned_land_acres,<=,2.0,ST,Others,13.419110415012113,1.8181460395334,21.380575101534205
owned_land_acres,<=,2.0,SC,OBC,5.754974599249607,4.420680918420482,7.148074214431957
owned_land_acres,<=,2.0,SC,Others,20.38107521744432,15.352114297446438,26.64726301387211
owned_land_acres,<=,2.0,OBC,Others,14.626100618194712,9.497440413257985,20.903702360198825
owned_land_acres,<,5.0,ST,SC,-0.8909603626845097,-2.3534134369567146,0.05580460385527023
owned_land_acres,<,5.0,ST,OBC,-0.1486135938662585,-1.6511903260298915,0.8176539061914014
owned_land_acres,<,5.0,ST,Others,4.075276826033829,1.836109349657611,6.389562326903082
owned_land_acres,<,5.0,SC,OBC,0.7423467688182512,0.49907208851280416,1.0092061988657477
owned_land_acres,<,5.0,SC,Others,4.966237188718338,3.26762642613473,7.155067426389238
owned_land_acres,<,5.0,OBC,Others,4.223890419900087,2.566080064906012,6.360273693144177
owned_land_acres,<=,5.0,ST,SC,-0.8909603626845097,-2.3534134369567146,0.05580460385527023
owned_land_acres,<=,5.0,ST,OBC,-0.16596903517319106,-1.6822955943053408,0.8019900398186276
owned_land_acres,<=,5.0,ST,Others,3.982636645777532,1.7427057525285385,6.283713566373209
owned_land_acres,<=,5.0,SC,OBC,0.7249913275113187,0.48506740821635647,0.9931444651797946
owned_land_acres,<=,5.0,SC,Others,4.873597008462042,3.13611015751588,7.02921012359579
owned_land_acres,<=,5.0,OBC,Others,4.148605680950723,2.4687175475674747,6.229760157211846
consumption_pc_monthly,<,500.0,ST,SC,-0.07378939553686825,-0.2545970688210645,0.0
consumption_pc_monthly,<,500.0,ST,OBC,-0.017909689277160933,-0.05706415361773123,0.0
consumption_pc_monthly,<,500.0,ST,Others,0.0,0.0,0.0
consumption_pc_monthly,<,500.0,SC,OBC,0.05587970625970732,-0.05018959777912428,0.23674061237071048
consumption_pc_monthly,<,500.0,SC,Others,0.07378939553686825,0.0,0.2545970688210644
consumption_pc_monthly,<,500.0,OBC,Others,0.017909689277160933,0.0,0.0570641536177312
consumption_pc_monthly,<=,500.0,ST,SC,-0.09180327099674399,-0.2765877757906118,0.0
consumption_pc_monthly,<=,500.0,ST,OBC,-0.13830701729658437,-0.39349888261305305,0.0
consumption_pc_monthly,<=,500.0,ST,Others,-0.5029291402877907,-1.6310694952711593,0.0
consumption_pc_monthly,<=,500.0,SC,OBC,-0.04650374629984039,-0.3672791069822238,0.23106959653193088
consumption_pc_monthly,<=,500.0,SC,Others,-0.41112586929104666,-1.5475118657580895,0.2101561153706349
consumption_pc_monthly,<=,500.0,OBC,Others,-0.36462212299120633,-1.5429876289582547,0.3533594511598308
consumption_pc_monthly,<,1000.0,ST,SC,-8.408836874706509,-13.062927771970319,-1.712352882543141
consumption_pc_monthly,<,1000.0,ST,OBC,-4.552613013802224,-8.889925177374733,1.7815938412002068
consumption_pc_monthly,<,1000.0,ST,Others,-0.7801666358747394,-5.756677188188471,6.019228667577256
consumption_pc_monthly,<,1000.0,SC,OBC,3.8562238609042847,-0.41670112667984277,8.023554695051041
consumption_pc_monthly,<,1000.0,SC,Others,7.62867023883177,3.0492146745444924,11.907936199064379
consumption_pc_monthly,<,1000.0,OBC,Others,3.7724463779274853,-0.08358713434840875,7.460578831437192
consumption_pc_monthly,<=,1000.0,ST,SC,-9.390787465169835,-18.014852906292475,4.193992736573601
consumption_pc_monthly,<=,1000.0,ST,OBC,-7.850858484257509,-15.418217617723965,6.333096653936917
consumption_pc_monthly,<=,1000.0,ST,Others,-2.271758935669599,-11.278105905829111,12.249073628610319
consumption_pc_monthly,<=,1000.0,SC,OBC,1.5399289809123253,-3.822253276001881,6.8278043170499405
consumption_pc_monthly,<=,1000.0,SC,Others,7.119028529500236,-1.3022499435393797,14.31329425983225
consumption_pc_monthly,<=,1000.0,OBC,Others,5.5790995485879105,-1.4035230145819366,11.639443687765025
consumption_pc_monthly,<,1500.0,ST,SC,-32.47113464646649,-47.65165713825668,-9.33597157746661
consumption_pc_monthly,<,1500.0,ST,OBC,-23.728469068480344,-38.11514893685565,-0.829545821905778
consumption_pc_monthly,<,1500.0,ST,Others,-7.624540684540122,-23.68393959327739,16.916350764632956
consumption_pc_monthly,<,1500.0,SC,OBC,8.742665577986145,2.2552048573284678,15.371800849757667
consumption_pc_monthly,<,1500.0,SC,Others,24.846593961926366,13.873235364640076,35.187737398564494
consumption_pc_monthly,<,1500.0,OBC,Others,16.10392838394022,6.466967788432023,24.962875256656414
consumption_pc_monthly,<=,1500.0,ST,SC,-21.533637223319296,-41.748169271959085,6.909455088476635
consumption_pc_monthly,<=,1500.0,ST,OBC,-14.925305298213765,-35.33615738639312,13.856416573804873
consumption_pc_monthly,<=,1500.0,ST,Others,6.462906039142396,-14.773239531502911,36.452873217925166
consumption_pc_monthly,<=,1500.0,SC,OBC,6.6083319251055315,0.48099358930893316,12.533864879173482
consumption_pc_monthly,<=,1500.0,SC,Others,27.996543262461692,17.454383144453598,38.19533861834332
consumption_pc_monthly,<=,1500.0,OBC,Others,21.38821133735616,11.81391007403811,30.948675548641024
consumption_pc_monthly,<,2000.0,ST,SC,-0.9745636583241861,-10.711932293925036,5.6760008889630935
consumption_pc_monthly,<,2000.0,ST,OBC,4.301462139268253,-5.0182076826396615,10.329757456877173
consumption_pc_monthly,<,2000.0,ST,Others,17.237008030956133,5.987673231456595,26.734969702884474
consumption_pc_monthly,<,2000.0,SC,OBC,5.276025797592439,1.6628215671150286,8.90373452334402
consumption_pc_monthly,<,2000.0,SC,Others,18.21157168928032,10.306698214030543,26.433720829401313
consumption_pc_monthly,<,2000.0,OBC,Others,12.93554589168788,5.689643463531843,20.89544280278905
consumption_pc_monthly,<=,2000.0,ST,SC,-1.8381352519884757,-10.553927907596732,3.3478666286393035
consumption_pc_monthly,<=,2000.0,ST,OBC,2.2943893174352468,-6.598399796415032,7.571657340674535
consumption_pc_monthly,<=,2000.0,ST,Others,14.10115689675662,4.639195993168191,22.74873810594397
consumption_pc_monthly,<=,2000.0,SC,OBC,4.1325245694237225,1.5535181936113476,6.471703868003435
consumption_pc_monthly,<=,2000.0,SC,Others,15.939292148745096,9.31950029201585,23.31278195812476
consumption_pc_monthly,<=,2000.0,OBC,Others,11.806767579321374,5.567924939911224,18.835911622311738
consumption_pc_monthly,<,3000.0,ST,SC,-0.1346502713392539,-0.8322255687998492,0.3786030410869465
consumption_pc_monthly,<,3000.0,ST,OBC,0.8837064343892109,-0.0021237175267834786,1.8147963860930691
consumption_pc_monthly,<,3000.0,ST,Others,3.476522004535738,1.407292063170526,6.274424163218226
consumption_pc_monthly,<,3000.0,SC,OBC,1.0183567057284648,0.33124525438449837,1.870380245631017
consumption_pc_monthly,<,3000.0,SC,Others,3.611172275874992,1.818949497950574,6.330165139635169
consumption_pc_monthly,<,3000.0,OBC,Others,2.592815570146527,0.583814412083914,5.170251496273061
consumption_pc_monthly,<=,3000.0,ST,SC,-0.22474012953063038,-0.8879902871115589,0.2699801938904798
consumption_pc_monthly,<=,3000.0,ST,OBC,0.689543730212705,-0.19252738522284288,1.5984533871242441
consumption_pc_monthly,<=,3000.0,ST,Others,2.9175168344596045,0.9878946459500121,5.651646124194589
consumption_pc_monthly,<=,3000.0,SC,OBC,0.9142838597433354,0.2866944981593825,1.717642627824223
consumption_pc_monthly,<=,3000.0,SC,Others,3.142256963990235,1.3373428864229788,5.829463083347052
consumption_pc_monthly,<=,3000.0,OBC,Others,2.2279731042468995,0.27963507917240804,4.794490799586693
consumption_pc_monthly,<,5000.0,ST,SC,0.0,0.0,1.4210854715202004e-14
consumption_pc_monthly,<,5000.0,ST,OBC,0.1620879699280664,0.004716273674355876,0.4993794358097756
consumption_pc_monthly,<,5000.0,ST,Others,0.6055793184970355,0.10235088196218314,1.4165963592237634
consumption_pc_monthly,<,5000.0,SC,OBC,0.1620879699280664,0.004716273674355876,0.4993794358097756
consumption_pc_monthly,<,5000.0,SC,Others,0.6055793184970355,0.10235088196218314,1.4165963592237634
consumption_pc_monthly,<,5000.0,OBC,Others,0.4434913485689691,-0.17195834285501377,1.316486566847547
consumption_pc_monthly,<=,5000.0,ST,SC,0.0,0.0,1.4210854715202004e-14
consumption_pc_monthly,<=,5000.0,ST,OBC,0.16194094602704467,0.004658884359403004,0.4993794358097756
consumption_pc_monthly,<=,5000.0,ST,Others,0.5966214862624781,0.09501305724290961,1.3966220501837336
consumption_pc_monthly,<=,5000.0,SC,OBC,0.16194094602704467,0.004658884359403004,0.4993794358097756
consumption_pc_monthly,<=,5000.0,SC,Others,0.5966214862624781,0.09501305724290961,1.396622050183733
consumption_pc_monthly,<=,5000.0,OBC,Others,0.43468054023543345,-0.1809968750964799,1.3106057180389177
